probe,kernel_requested,kernel_used,avx2_supported,fma_supported,target_kib,actual_weight_bytes_per_block,allocated_weight_bytes_per_worker,m,K,depth,variant,iterations,repetitions,warmup,worker_count,logical_cpu_indices,all_affinity_succeeded,affinity_error,batch_elapsed_seconds,batch_mac_count,batch_mac_per_second,checksum_sum,batch_repeat,variant_order
q4_gemv_batch,avx2,avx2,true,true,192,196480,196480,614,512,16,A,1,8,2,4,"0,2,4,6",true,0,0.0070531999999999999,160956416,22820339136.845688,95617.5703125,4,2
q4_gemv_batch,avx2,avx2,true,true,512,524160,2096640,1638,512,4,B,1,8,2,4,"0,2,4,6",true,0,0.0049322000000000003,107347968,21764723247.232471,41775.546875,4,1
q4_gemv_batch,avx2,avx2,true,true,512,524160,524160,1638,512,4,A,1,8,2,4,"0,2,4,6",true,0,0.0046514,107347968,23078636109.558414,63500.03125,4,2
q4_gemv_batch,avx2,avx2,true,true,512,524160,4193280,1638,512,8,B,1,8,2,4,"0,2,4,6",true,0,0.0099509000000000004,214695936,21575529449.597523,78505.8125,4,1
q4_gemv_batch,avx2,avx2,true,true,512,524160,524160,1638,512,8,A,1,8,2,4,"0,2,4,6",true,0,0.0097386,214695936,22045872712.710247,126999.8671875,4,2
q4_gemv_batch,avx2,avx2,true,true,512,524160,8386560,1638,512,16,B,1,8,2,4,"0,2,4,6",true,0,0.018821999999999998,429391872,22813296780.363407,158625.671875,4,1
q4_gemv_batch,avx2,avx2,true,true,512,524160,524160,1638,512,16,A,1,8,2,4,"0,2,4,6",true,0,0.019380999999999999,429391872,22155300139.311699,253999.46875,4,2
q4_gemv_batch,avx2,avx2,true,true,1024,1048320,4193280,3276,512,4,B,1,8,2,4,"0,2,4,6",true,0,0.0092867999999999996,214695936,23118397725.804367,76416.9609375,4,1
q4_gemv_batch,avx2,avx2,true,true,1024,1048320,1048320,3276,512,4,A,1,8,2,4,"0,2,4,6",true,0,0.0095711000000000008,214695936,22431688729.613106,81386.6640625,4,2
q4_gemv_batch,avx2,avx2,true,true,1024,1048320,8386560,3276,512,8,B,1,8,2,4,"0,2,4,6",true,0,0.019328999999999999,429391872,22214903616.327797,171163.390625,4,1
q4_gemv_batch,avx2,avx2,true,true,1024,1048320,1048320,3276,512,8,A,1,8,2,4,"0,2,4,6",true,0,0.018069499999999999,429391872,23763351061.180443,162773.484375,4,2
